code,podmienky,vysledky,osnova
6BI0024,"Priebežné hodnotenie:Počas semestra študent získa body z nasledujúcich činností (celkovo 80 bodov):
- využívanie existujúcich a vytváranie nových geografických údajov v open source databázach menšieho rozsahu,
- osobná alebo online účasť na mapovacích podujatiach, pri ktorých sú editované alebo vytvárané geografické údaje v open source databázach pre humanitárne účely.Záverečné hodnotenie:Na skúške je možné získať 20 bodov.
Skúška je z teoretických vedomostí, formou testu na počítači.
Hodnotenie (súčet bodov z priebežného a záverečného hodnotenia):
93 – 100 bodov ....A
85 - 92 bodov ......B
77 – 84 bodov ......C
69 – 76 bodov ......D
61 – 68 bodov ......E 
menej než 61 bodov ..........Fx
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívne riešenie úloh na cvičeniach50Riešenie úloh v domácom prostredí50
Pre prihlásenie na skúšku musí študent dosiahnuť 49 bodov. ","Po absolvovaní predmetu budú mať študenti dostatočné informácie o otvorených geodátach,  najmä rastrových.  Budú  poznať  počítačové  prostriedky  používané  v  praxi  na  modelovanie,  archiváciu, úpravu  a  prezentáciu týchto typov  otvorených  geografických dát. Študenti budú vedieť pracovať s rastrovými dátami napr. v prospech s OpenStreetMap, humanitárnej organizácie Lekári bez hraníc, v rámci softvéru QGIS a Geoserver.","Laboratórne cvičenia: 
1. Úvod do geografických údajov(rastrových).
2. Zdroje otvorených rastrových geodát
3.-4.Využitie rastrových geodát pri vytváraní vektorových geodát
5.-7.Využitie ortofotomáp pri pomoci humanitárnym organizáciám (napr. Lekári bez hraníc)
8.-9.Základy QGIS – použitie rastrových dát
10.-11. Publikovanie otvorených geodát pomocou Geoserver – Web Map Service
12. Publikovanie geodát pomocou Geoserver – Web Feature Service"
6UI0006,"Priebežné hodnotenie:Priebežne počas semestra aktívna účasť, domáce úlohy a semestrálna práca. Spolu to bude ohodnotené maximálne 24 bodmi (12b - aktivita počas semestra, 12b - semestrálna práca). Skúška sa bude skladať z praktickej (8 bodov) a teoretickej časti (4 body). Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 12 bodov.

Počas semestra aktívna účasť na cvičeniach a prednáškach, domáce úlohy, kritéria na ich získanie oznámia cvičiaci na jednotlivých cvičeniach v 1. týždni semestra. 
Skúška sa bude skladať hlavne z praktickej časti.
Záverečné hodnotenie:Nedostatočne: 0-20 bodov, dostatočne: 21-23 bodov, uspokojivo: 24-26 bodov, dobre: 27-29 bodov, veľmi dobre: 30-32 bodov, výborne: 33-36 bodov.
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPráca počas semestra (iniciatíva,domáce úlohy ap.)33Systematická práca počas semestraPráca počas semestra (semestrálna práca)33Systematická práca počas semestraPraktická skúška22Zhodnotenie praktických zručností získaných počas semestraÚstna časť skúšky11Zhodnotenie teoretických zručností a ich aplikácií do praxe
Pre prihlásenie na skúšku musí študent dosiahnuť 31 bodov. ","Štúdiom predmetu získa študent základné poznatky z typografie a polygrafie, z tvorby a koncepcie dokumentov (elektronických aj papierových) a prezentovania svojich prác.
Po absolvovaní predmetu študent:
-- získa základné vedomosti z typografie a polygrafie (napr. sadzobný obrazec, optický stred, zlatý rez, ap.),
-- bude sa vedieť orientovať v rôznych písmach (typoch, druhoch, rezoch, fontoch ap.), 
-- bude vedieť vhodne navrhnúť a korektne vytvoriť dokument v kancelárskych systémoch (komerčný MS Office, Open Source LibreOffice,
-- bude vedieť prezentovať svoje výsledky v programoch  MS PowerPoint a v triede LaTeX-u Beamer,
-- bude schopný vytvárať rôzne dokumenty (nielen textové) na profesionálnej úrovni (multimediálne, interaktívne) v systémoch LaTeX, TikZ a Beamer -- a to v desktopových aplikáciach (TeXworks, TeXmaker,TeXstudio ap. – nezívislé na OS) a aj online vo webových aplikáciach TexonWeb, resp. Overleaf, 
-- dokáže kresliť jednoduché obrázky, schémy, grafy na poloprofesionálnej úrovni v prostredí TikZ, dokáže ich následne animovať a uložiť do pdf dokumentu alebo na webovú stránku,
-- dokáže vytvárať kvalitné tabuľky rôznych typov v systéme LaTeX a následne ich jednoducho konvertovať podľa vlastnej potreby,
-- dokáže vytvárať jednoduché makrá (skripty) na optimalizovanie a automatizovanie práce s textovým, resp. grafickým dokumentom.
-- dokáže urobiť v niektorom z uvedených programoch svoju záverečnú prácu na skoro profesionálnej úrovni.
","1. Úvod do typografie. Knižné písmo, rozpoznávanie typov a druhov písiem (podľa názvov a iných parametrov, napr. veľkosti, sklonu, šírky, umiestnenia ap.) a ich realizácia na počítači. Špeciálne znaky v knižnom písme (medzery, spojovníky, ligatúry, odsadenia, ...).

2. Stránkové prvky, umiestnenie sadzobného obrazca, kompozícia stránky, optický stred. Štruktúra dokumentu od titulnej strany po tiráž. Plávajúce objekty (obrázky, tabuľky) a ich vhodné umiestnenie v dokumente. Bibliografické citácie v odborných dokumentoch a ich realizácia.

3. Tvorba dokumentov v MS Office, resp. LibreOffice. Základné štýly, rôzne špecifikácie a problémy pri tvorbe uvedených dokumentov, štruktúrne značkovanie, tvorba obsahu, vedecké a matematické vzorce...

4. Základy tvorby dokumentov v systéme LaTeX. Základné štýly a štruktúra dokumentu, základné príkazy pre tvorbu dokumentu, špeciálne značky a znaky. Rôzne preddefinované prostredia pre písanie rôznych textov – hladké texty, matematické texty, výpisy algoritmov a zdrojových textov programov. Základy písania vedeckých a matematických textov a vzorcov.

5. Sprievodca základnými preddefinovanými balíčkami a prostrediami (použitie farieb, tvorba obrázkov, grafov a tabuliek, písanie rôznych matematických vzorcov). Rozloženie textu do riadku, na samostatný riadok, na viac riadkov, na viac strán, vkladanie externých súborov – obrázky, tabuľky, celé texty, ap.). Preformátovanie celého dokumentu alebo jeho časti podľa vlastných požiadaviek (napr. zmena formátu, zmena riadkovania, zmena veľkosti a tvaru písma, zmena kódovania, ...).

6. Špeciálne príkazy v LaTeX-u. Umiestňovanie plávajúcich objektov v dokumente (tabuľky, obrázky). Krížové odkazy na jednotlivé sekcie, tabuľky, obrázky, vzorce, resp. časti textu. Príkazy na automatickú tvorbu obsahov a rôznych registrov. Tvorba vlastných príkazov (makier) a ich vhodné použitie.

7. Väzby tlače, ich členenie, realizácia a vzťah s výslednou koncepciou dokumentu. Papiere, ich druhy, povrchy, formáty a použitie v dokumente. Technológia tvorby dokumentov, štruktúrne značkovanie, špeciálne prvky (LaTeX, MS Office, LibreOffice). Technológie XML a ich využitie pri spracovaní textu.

8. Tabuľky a pravidlá pre ich správnu tvorbu a sadzbu, rôzne typy tabuliek.

9. Kreslenie grafov a obrázkov v LaTeX-u, jednoduché kreslenie pomocou prostredia picture a pokročilé kreslenie grafov (nielen funkcií ale aj rôznych schém, modelov z rôznych oblastí praxe) a obrázkov pomocou nadstavby TiKZ.

10. Tvorba prezentácií v MS Office, LibreOffice.

11. Tvorba prezentácií v LaTeX-u. Špeciálna trieda na prezentácie Beamer a jej použitie.

12. Pokročilejšie príkazy v LaTeX-u. Tvorba zložitejších makier (rozhodovacie, výpočtové, ..). Rozšírenia LaTeX-u: AcroTeX (interaktívne výstupy vo formáte .pdf), PGF Plots (kreslenie grafov a obrázkov), Chemfig (chemické vzorce), MusiXTeX (sadzba hudobných textov), qrcode (sadzba QR kódov), getmap (sadzba máp a vkladanie materiálov z rôznych mapových serverov), Chessboard (sadzba šachu), Animate (animácia obrázkov), ap.
"
6BE0002,"Priebežné hodnotenie:Podmienkou pre úspešné absolvovanie cvičení k predmetu je systematická práca na cvičeniach. Aktivitou na cvičeniach (napr. vyriešenie špecifických úloh) je možné získať max. 25 bodov.Záverečné hodnotenie:Podmienkou pre úspešné absolvovanie predmetu je získanie minimálne 61  zo 100 bodov za prácu cez semester a vykonanie skúšky z predmetu. Skúška je písomná, úlohy budú zamerané tak na praktické riešenie príkladov ako aj na preukázanie teoretických vedomostí.

Výsledné hodnotenie predmetu:
A: aspoň 93 % bodov
B: < 85, 93) % bodov
C: < 77, 85) % bodov
D: < 69, 77) % bodov
E: < 61, 69) % bodov
Fx: menej ako 61 % bodov
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach25Skúška75
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Po absolvovaní predmetu študent:
- identifikuje základné obvodové prvky v schémach,
- vypočíta základné veličiny (napätia a prúdy) v obvode podľa vhodne zvolenej metódy,
- navrhne základné obvodové riešenie podľa zadania,
- popíše funkciu jednotlivých obvodových prvkov,
- simulačne overí funkčnosť navrhnutého riešenia.","Prednášky: 

- Základné pojmy z elektroniky.
- Vybrané metódy riešenia jednosmerných elektronických obvodov (metódy postupného zjednodušovania, metóda slučkových prúdov, metóda uzlových napätí, metóda superpozície, Théveninova veta). 
- Prechodné javy v jednosmerných obvodoch.
- Prenos spojitých signálov cez pasívne RLC články.
- Vlastnosti nespojitých signálov.
- Prenos nespojitých signálov cez pasívne RLC články. 
- Pasívne súčiastky, aktívne súčiastky. 
- Parametrické stabilizátory. 
- Pracovný bod bipolárneho tranzistora. 
- Jednostupňové zosilňovače. 
- Emitorový sledovač. 
- Spínací stupeň s bipolárnym tranzistorom. 
- Antisaturačné úpravy spínacieho stupňa.

Cvičenia: 

- Riešenie jednosmerných obvodov.
- Théveninov teorém, princíp superpozície, princíp merania pasívnych súčiastok nepriamou metódou. 
- Prenosové vlastnosti RC článkov. 
- Modelovanie a simulácia vlastností polovodičových diód. 
- Modelovanie a simulácia parametrov bipolárnych tranzistorov. 
- Modelovanie a simulácia parametrov unipolárnych tranzistorov. 
- Návrh, modelovanie a simulácia stabilizovaných obvodov pracovného bodu tranzistora. 
- Návrh, modelovanie a simulácia stabilizátora napätia. 
- Návrh, modelovanie a simulácia najdôležitejších parametrov striedavého jednostupňového tranzistorového zosilňovača s bipolárnym a unipolárnym tranzistorom. 
- Návrh, modelovanie a simulácia emitorového sledovača. 
- Návrh, modelovanie a simulácia spínača indukčnosti s bipolárnym tranzistorom."
6UI0009,"Priebežné hodnotenie:Počas semestra je nutné úspešne absolvovať 2 písomky (každá za 15 bodov) a vypracovať semestrálnu prácu (30 bodov). Celkovo je možné získať z priebežného hodnotenia 60 bodov.Záverečné hodnotenie:Podmienkou pre absolvovanie predmetu je získanie aspoň 36 bodov z priebežného hodnotenia a úspešné absolvovanie skúšky z predmetu. Zo skúšky je možné získať 40 bodov. Skúška je praktická. Pre úspešné absolvovanie skúšky je z nej potrebné získať aspoň 24 bodov. Záverečné hodnotenie sa vykonáva na základe súčtu bodov získaných za priebežné hodnotenie a za skúšku:
A: aspoň 93 bodov
B: < 85, 93) bodov
C: < 77, 85) bodov
D: < 69, 77) bodov
E: < 61, 69) bodov
Fx: menej ako 61 bodov
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentností2 písomky absolvované počas semestra30teoretické vedomosti v oblasti informatiky, vývoj softvérových komponentov1 semestrálna práca30vývoj a integrácia softvérových komponentovPraktická skúška40praktické zručnosti v oblasti vývoja softvérových komponentov
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Študent po absolvovaní predmetu:
- pozná terminológiu používanú v oblasti programovania vstavaných systémov a vybranom jazyku,
- pozná základné typy príkazov, údajových typov a systémových volaní,
- rozumie spôsobu reprezentácie základných údajových typov v operačnej pamäti,
- rozumie základom tvorby aplikácií s možnosťou použitia viacerých vlákien v programe,
- vie automatizovať procesy súvisiace s tvorbou a testovaním projektov vo vybranom programovacom jazyku,
- vie vytvárať aplikácie pre vybranú platformu.","Náplň predmetu pokrýva nasledujúce okruhy:
- Úvod do programovania vstavaných systémov, architektúry vstavaných systémov.
- Premenné, údajové typy, operátory.
- Riadenie toku, funkcie, rozsah platnosti premenných.
- Modulárne programovanie.
- Vstup a výstup.
- Ukazovatele, aritmetika ukazovateľov, polia a reťazce.
- Používateľom definované údajové typy, správa pamäte.
- Štandardná knižnica. 
- Vlákna.
- Medziprocesná komunikácia."
6BI0022,"Priebežné hodnotenie:6V priebežnom hodnotení je možné získať:
- 30 bodov za aktívne riešenie úloh na cvičeniach
- záverečná práca 30 bodov
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30 bodov.Záverečné hodnotenie:Skúška:
- ústna skúška, otázky z prednášanej problematiky, 40 bodov

Počas písomného testu je možné použiť vlastné poznámky a literatúru.

Výsledné hodnotenie predmetu:
93 – 100 bodov  ....  A
85 – 92 bodov   ....  B
77 – 84 bodov   ....  C
69 – 76 bodov   ....  D
61 – 68 bodov   ....  E
menej než 61 bodov ... Fx
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach	30Záverečná práca	30Skúška	40
Pre prihlásenie na skúšku musí študent dosiahnuť 10 bodov. ","Po absolvovaní predmetu študent:
- rozlišuje jednotlivé typy monolitických mikropočítačov, (MCU),
- nájde vhodný typ MCU pre efektívne riešenie zadanej úlohy,
- vyberie vhodný programovací jazyk a vhodné vývojové prostredie pre daný MCU a charakter úlohy,
- navrhne programové vybavenie a implementuje ho,
- overí jeho funkčnosť,
- používa pokročilé vývojové prostriedky na riešenie problémov v oblasti vývoja vstavaných systémov na báze MCU.","Prednášky:
- Mikropočítače (MCU), klasifikácia, vlastnosti, oblasť použitia.
- Princíp činnosti MCU a spolupráca jednotlivých podsystémov.
- Popis obvodového riešenia a popis činnosti typického predstaviteľa mikropočítačov.
- Programovacie techniky.
- Vývoj aplikácií mikropočítačov.
- Testovanie aplikácie.

Cvičenia:
Tézy cvičení sú zhodné s obsahovou náplňou prednášok. Na praktických príkladoch sú ilustrované jednotlivé problémové okruhy prednášok. Na posledných cvičeniach poslucháči pracujú na vývoji zadanej aplikácie (záverečná práca)."
6BA0008,"Priebežné hodnotenie:Podmienkou pre úspešné absolvovanie cvičení je systematická práca posudzovaná nasledujúcimi kritériami:

V priebežnom hodnotení je možné získať:
- 50 bodov za úspešné zvládnutie písomných previerok rovnomerne rozdelených v semestri 
- 10 bodov za domáce úlohy počas semestra 

Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 36 bodov.




Záverečné hodnotenie:Skúška má dve časti:
- Písomná časť (max 20 bodov), ktorá je zameraná na praktické využitie získaných vedomostí, a to formou riešenia zadaných príkladov. Na úspešné absolvovanie predmetu potrebuje študent z praktickej časti získať aspoň 10 bodov.
- Ústna časť (max 20 bodov), ktorá overí teoretické vedomosti a súvislosti získané počas štúdia tohto predmetu.

Záverečné hodnotenie sa dosiahne súčtom bodov získaných počas semestra a z písomnej a ústnej časti záverečnej skúšky, t.j. študent môže dosiahnúť spolu 100 bodov (100%). Na úspešné absolvovanie predmetu potrebuje získať aspoň 61%.

Výsledné hodnotenie predmetu:
A výborne:               aspoň 93%,
B veľmi dobre:        aspoň 85% a menej ako 93%,
C dobre:                   aspoň 77% a menej ako 85%,
D uspokojivo:          aspoň 69% a menej ako 77%,
E dostatočne:          aspoň 61% a menej ako 69%,
FX nedostatočne:   menej ako 61%.

Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPísomné testy počas semestra50Zhodnotenie praktických zručností získaných počas semestra, systematická práca počas semestraDomáce úlohy10Schopnosť individuálneho štúdiaSkúška40Zhodnotenie teoretických zručností a ich aplikácií do praxe
Pre prihlásenie na skúšku musí študent dosiahnuť 36 bodov. ","Štúdiom predmetu študent získa základné vedomosti z komplexnej analýzy, vrátane riešenia integrálov komplexnej funkcie, z teórie diferenčných rovníc a prehĺbi svoje teoretické a aj praktické vedomosti  riešenia o diferenciálnych rovniciach a systémoch diferenciálnych rovníc.
Tieto vedomosti bude môcť účelne a úspešne aplikovať pri riešení rozličných problémov vyplývajúcich z reálnych praktických potrieb.
Po absolvovaní predmetu študent:
- dokáže analyzovať stabilitu spojitých lineárnych systémov,
- ovláda operácie s komplexnými číslami a komplexnými funkciami,
- ovláda prácu s funkcionálnymi radmi a vie určiť obor ich konvergencie,
- dokáže vypočítať krivkové integrály z komplexných funkcií pomocou pokročilých viet o integrovaní,
- ovláda operácie s diferenciami funkcií a ich sumáciou,
- získa základné vedomosti o Z-transformácii pre riešenie diferenčných rovníc ,
- dokáže analyzovať  stabilitu diskrétneho systému.
","Stručná osnova predmetu: 
Prednášky:
- Pojem stability spojitých lineárnych systémov a asymptotickej stability, kritérium pomocou koreňov char. polynómu.
Hurwitzovo kritérium
- Integrál funkcie komplexnej premennej, Cauchyho integrálna veta a vzorce, Laurentove rady, pojem. 
- Izolované singulárne body funkcií, klasifikácia, pojem reziduá, Reziduová veta. Výpočet reziduí.
- Fourierov integrál, Fourierova transformácia, spojitá. Výpočet inverznej Fourierovej transformácie pomocou reziduí.
- Diskrétna Fourierova transformácia, princíp výpočtu rýchlej Fourierovej transformácie (FFT). 
- Lineárne diferenčné rovnice, základné pojmy, vlastnosti riešení. 
- Z-transformácia, zavedenie, základne vlastnosti, výpočet priamej Z-transformácie.
- Diskrétna konvolúcia, výpočet inverznej Z-transformácie. Využitie Z-transformácie na riešenie diferenčných rovníc a systémov.
- Stabilita diskrétnych systémov (Bistritzovo kritérium).

Cvičenia a laboratórne cvičenia:
Tézy cvičení sú zhodné s obsahovou náplňou prednášok. Obsah cvičení je zameraný na riešenie príkladov - klasicky a s využitím informačných technológií.
"
6BI0020,"Priebežné hodnotenie:Počas semestra je možné získať 50 bodov za realizáciu a obhajobu semestrálnej práce, ktorá spočíva vo vypracovaní praktických zadaní. Záverečné hodnotenie:Skúška z teórie má formu ústnej odpovede, trvanie 15 minút, 50 bodov.

Výsledné hodnotenie predmetu:
	 100 -  93    A
	  92 -  85    B
	  84 -  77    C
	  76 -  69    D
	  68 -  61    E
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíObhajoba semestrálnej práce50Skúška z teórie50
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Štúdiom predmetu sa študent oboznámi so základnými meracími technikami a s princípmi moderných meracích prostriedkov so zameraním na číslicové meracie systémy.
Po absolvovaní predmetu študent:
- pozná základné meracie techniky a princípy meracích prostriedkov,
- vie efektívne používať moderné meracie systémy,
- má schopnosť sformulovať metodiku meracieho postupu,
- vie zdokumentovať meranie a vyhodnotiť jeho výsledky.","Prednášky: 
- Základné prístroje pre meranie elektrických veličín. 3.Osciloskopy, analógový osciloskop, princíp činnosti, digitálny osciloskop (DSO) princíp činnosti.  
- Význam základných parametrov digitálneho osciloskopu – vstupná impedancia, meracie sondy, počet kanálov, meranie vzťahu viacerých signálov, vzorkovacia frekvencia DSO a jej vplyv na zobrazenie priebehu (aliasing efekt), náhodné vzorkovanie signálu. 
- Generátory ľubovolných priebehov a digitálnych udalostí – princíp činnosti, základné rysy. 
- Vplyv vzorkovania na spektrum výstupného signálu. 
- Logické analyzátory - princíp činnosti. Oblasti použitia. 
- Analyzátory s lineárnym vzorkovaním, analyzátory s registráciou zmeny meraných signálov. 
- Spektrálna analýza signálov, princípy spektrálnych analyzátorov, využitie DFT a FFT digitálnych osciloskopov, obmedzenia, nebezpečie chybnej interpretácie výsledkov. 
- Automatické testovanie – princípy činnosti, usporiadanie testerov, náväznosti na výrobný proces. 
- Aktuálne problémy merania.

Cvičenia: 
- Meranie základných elektrických veličín. 
- Základné merania pomocou číslicového OSC. 
- Praktické cvičenia – využitie logického analyzátora. 
- Praktické použitie generátora funkcií. 
- Meranie frekvenčných vlastností signálov a systémov pomocou OSC s frekvenčnou analýzou a generátora funkcií. 
- Merania na prenosových linkách. 
- Praktické merania a odstránenie chýb v číslicových systémoch."
6BI0008,"Priebežné hodnotenie:Podmienkou pre úspešné absolvovanie cvičení k predmetu je systematická práca na cvičeniach posudzovaná splnením nasledujúcich kritérií:
- Úspešné zvládnutie 1. písomného testu v 6. týždni semestra - max. 15 bodov
- Úspešné zvládnutie 2. písomného testu v 12. týždni semestra - max. 15 bodov
- Aktivita na cvičeniach (napr. vyriešenie špecifických úloh) – max. 5 bodov		Záverečné hodnotenie:Podmienkou pre úspešné absolvovanie predmetu je získanie minimálne 61 zo 100 bodov za prácu cez semester a vykonanie skúšky z predmetu. Skúška je písomná, úlohy budú zamerané tak na praktické riešenie príkladov ako aj na preukázanie teoretických vedomostí.

Výsledné hodnotenie predmetu:
100 - 92 bodov   A
91 - 84 bodov    B
83 - 76 bodov    C
75 - 68 bodov    D
67 - 61 bodov    E
60 a menej bodov Fx
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach5Absolvovanie testov cez semester30Skúška65
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Po absolvovaní predmetu študent:
- identifikuje základné zapojenia s OZ,
- zvolí vhodný OZ do konkrétnej aplikácie,
- navrhne zapojenie na báze OZ podľa zadania,
- popíše funkciu jednotlivých obvodových prvkov,
- simulačne overí funkčnosť navrhnutého riešenia.","Prednášky: 

- Aktívne analógové polovodičové  prvky  (modely a vlastnosti BJT, FET, špecifické obvodové riešenia s BJT a FET v monolitických IO, modely  a vlastnosti operačných zosilňovačov VFA, CFA, OTA, NA  a komparátorov). 
- Spätná väzba a jej vplyv na vlastnosti zosilňovačov (všeobecné vlastnosti spätnoväzbových obvodov, základné typy spätnej väzby, dynamická stabilita zosilňovačov so spätnou väzbou).  
- Lineárne aplikácie operačných zosilňovačov (jednosmerné a striedavé zosilňovače s VFA, CFA, NA, dynamická stabilita, metódy frekvenčnej kompenzácie, lineárne počítacie jednotky a regulátory, elektronické filtre, riadené zdroje napätia a prúdu). 
- Nelineárne aplikácie operačných zosilňovačov (komparátory, komparátory s hysterézou a ich aplikácie (detektory úrovne, okienkové diskriminátory, astabilné multivibrátory, VCO), obmedzovače, lineárne usmerňovače a prevodníky na absolútnu hodnotu, detektory vrcholovej hodnoty, vzorkovacie obvody, nelineárne obvody so spojitou charakteristikou).

Cvičenia: 

- Analýza, návrh a overenie vlastností lineárnych zosilňovačov s BJT a FET, jednosmerných a striedavých zosilňovačov s VFA, elektronických filtrov a aplikácií komparátorov a komparátorov s hysterézou na báze modelovania a simulácie."
6BI0043,"Priebežné hodnotenie:V priebežnom hodnotení je možné získať:
-  15 bodov za aktívne riešenie úloh na cvičeniach
-  15 bodov za dva písomné testy
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 20 bodov.Záverečné hodnotenie:Skúška má dve časti:
- písomný test výpočtové príklady, trvanie 40 minút, 50 bodov.
- ústna skúška, doplňujúce otázky k testu a z teórie, 20 bodov

Počas písomného testu je možné použiť vlastné poznámky a literatúru.
Výsledné hodnotenie predmetu:
93 – 100 bodov  ....  A
85 – 92 bodov   ....  B
77 – 84 bodov   ....  C
69 – 76 bodov   ....  D
61 – 68 bodov   ....  E
menej než 61 bodov ... Fx
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach15Priebežné testy15Skúška70
Pre prihlásenie na skúšku musí študent dosiahnuť 20 bodov. ","Po absolvovaní predmetu študent:
- rozlišuje jednotlivé pojmy z oblasti lineárnych spojitých systémov,
- vie popísať správanie sa systémov pomocou matematického modelu,
- nájde L-obraz spojitej funkcie,
- využíva frekvenčné, prechodové a impluzné charakteristiky pri analýze,
- overí stabilitu spojitého systému algebraickými metódami,
- rozlišuje jednotlivé časti PID regulátora vzhľadom na ich vplyv na regulačný pochod,
- navrhne spojitý regulátor s využitím základných metód syntézy,
- používa pokročilé výpočtové prostriedky na riešenie problémov v oblasti diskrétnych systémov.","Prednášky:
- Základné pojmy z teórie dynamických systémov.
- Lineárne spojité systémy, popis dynamických vlastností systému.
- Vonkajší popis spojitých lineárnych systémov (SLS) v časovej a frekvenčnej oblasti. Vonkajší popis spojitých lineárnych systémov (SLS) v časovej a frekvenčnej oblasti.
- Vnútorný popis SLS, metódy linearizácie.
- Regulátory a analýza regulačných obvodov.
- Klasifikácia regulátorov, presnosť regulácie.
- Stabilita SLS, kritéria stability.
- Stabilita regulačných obvodov, ukazovatele kvality a presnosti regulácie.
- Metódy syntézy regulačných obvodov.

Cvičenia:
Tézy cvičení a laboratórnych cvičená sú zhodné s obsahovou náplňou prednášok. Obsah cvičení je zameraný na riešenie príkladov - klasicky a s využitím výpočtovej techniky (Matlab, Simulink)."
6BI0036,"Priebežné hodnotenie:V priebežnom hodnotení je možné získať:
- 20 bodov za aktívne riešenie úloh na cvičeniach
- dva testy po 10 bodov
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 20.0 bodov.Záverečné hodnotenie:Skúška má dve časti:
- písomná časť, výpočtové príklady a otázky z teórie, trvanie 30 minút, 40 bodov.
- ústna skúška, doplňujúce otázky k testu, 20 bodov

Počas písomnej časti skúšky je možné použiť vlastné poznámky.

A: 93 až 100 bodov
B: 85 až 92 bodov
C: 77 až 84 bodov
D: 69 až 76 bodov
E: 61 až 68 bodov
Fx: 0 až 60 bodov
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach	20Priebežné testy	20Skúška	60
Pre prihlásenie na skúšku musí študent dosiahnuť 20 bodov. ","Po absolvovaní predmetu študent:
- rozlišuje jednotlivé typy regulačných obvodov a ich častí,
- rozlišuje druhy snímačov z pohľadu ich použiteľnosti pri riešení konkrétneho problému,
- navrhne jednotlivé časti jednoduchého riadiaceho systému,
- meraním zistí základné parametre vybraného snímača a vytvorí jeho matematický model,
- rozlišuje jednotlivé pohonné jednotky na základe ich parametrov, energetickej efektívnosti a spoľahlivosti,
- navrhne vhodnú štruktúru regulačného obvodu,
- používa pokročilé výpočtové prostriedky pri návrhu riadiacich obvodov.","Prednášky:
- Základné pojmy a rozdelenie regulačných obvodov (RO), základné prvky a časti RO.
- Snímače - rozdelenie, informačné charakteristiky.
- Snímače neelektrických veličín.
- Komunikačné rozhrania v automatizácii.
- Ústredné členy, charakteristiky, rozdelenie. 
- Akčné členy: jednosmerný motor.
- Striedavé pohonné jednotky.
- Magnetické zosilňovače pohonných jednotiek.
- Tyristorové meniče.

Cvičenia:
Tézy cvičení sú zhodné s obsahovou náplňou prednášok. Obsah cvičení je zameraný na experimentálne overenie riešených príkladov v laboratóriu."
